Node ID,Op Name,Input Shapes,Output Shapes,Compute FLOPS,Compute Time (us),Memory Bytes,Memory Time (us),Start Time (us),End Time (us),Duration (us)
0,Add,"[1, 1024], [1, 1024]","[1, 1024]",1024,1.0353892821031345e-06,6144,0.0036680597014925372,0.0,1.0036680597014926,1.0036680597014926
1,MatMul,"[1, 1024], [1024, 1024]","[1, 1024]",2097152,0.0021204772497472194,2101248,1.2544764179104477,1.0036680597014926,3.258144477611941,2.254476417910448
